,gaze_confidence,gaze_x,gaze_y,AU01,AU02,AU04,AU05,AU06,AU07,AU09,AU10,AU12,AU14,AU15,AU17,AU20,AU23,AU25,AU26,AU45,head_x,head_y,head_z,pose_1_x,pose_1_y,pose_1_confidence,pose_2_x,pose_2_y,pose_2_confidence,pose_3_x,pose_3_y,pose_3_confidence,pose_4_x,pose_4_y,pose_4_confidence,pose_5_x,pose_5_y,pose_5_confidence,pose_6_x,pose_6_y,pose_6_confidence,pose_7_x,pose_7_y,pose_7_confidence
10,0.98,0.544,0.575,2.66,1.71,0.0,0.08,0.0,0.96,0.0,0.08,0.0,0.0,0.78,0.97,0.0,0.23,0.0,0.35,0.0,1.0000000000000019e-06,4.899999999999989e-05,1e-06,,,,,,,,,,,,,,,,,,,,,
11,0.98,0.545,0.5755,2.6,1.51,0.0,0.13,0.0,1.01,0.0,0.11,0.0,0.0,0.97,0.9,0.0,0.21,0.0,0.31,0.0,4.0000000000000074e-06,1.600000000000003e-05,4e-06,,,,,,,,,,,,,,,,,,,,,
12,0.98,0.545,0.575,2.5,1.25,0.0,0.1,0.0,1.01,0.0,0.1,0.0,0.0,1.25,0.88,0.0,0.23,0.0,0.29,0.0,1.0000000000000019e-06,4.0000000000000074e-06,4e-06,,,,,,,,,,,,,,,,,,,,,
13,0.98,0.5455,0.576,2.41,1.04,0.0,0.04,0.0,1.11,0.0,0.19,0.0,0.0,1.58,0.88,0.0,0.24,0.0,0.19,0.0,9.000000000000015e-06,1.0000000000000019e-06,1e-06,,,,,,,,,,,,,,,,,,,,,
14,0.98,0.545,0.5765,2.37,0.93,0.0,0.0,0.0,0.98,0.0,0.21,0.0,0.0,1.67,0.83,0.0,0.27,0.0,0.16,0.0,4.0000000000000074e-06,1.0000000000000019e-06,1e-06,,,,,,,,,,,,,,,,,,,,,
15,0.98,0.5445,0.577,2.39,0.96,0.0,0.0,0.0,0.84,0.0,0.25,0.0,0.0,1.59,0.76,0.0,0.27,0.0,0.08,0.0,9.000000000000015e-06,4.0000000000000074e-06,1e-06,,,,,,,,,,,,,,,,,,,,,
16,0.98,0.5445,0.5775,2.37,0.97,0.0,0.0,0.0,0.72,0.0,0.24,0.0,0.0,1.19,0.74,0.0,0.19,0.0,0.05,0.0,4.0000000000000074e-06,0.0,0.0,,,,,,,,,,,,,,,,,,,,,
17,0.98,0.543,0.578,2.33,0.99,0.0,0.0,0.0,0.83,0.0,0.16,0.0,0.0,0.98,0.8,0.0,0.16,0.0,0.04,0.0,0.0,2.5000000000000045e-05,1e-06,,,,,,,,,,,,,,,,,,,,,
18,0.98,0.5425,0.579,2.38,0.96,0.0,0.0,0.0,0.87,0.0,0.17,0.0,0.0,0.67,0.84,0.0,0.08,0.0,0.2,0.0,1.600000000000003e-05,9.000000000000015e-06,4e-06,,,,,,,,,,,,,,,,,,,,,
19,0.98,0.541,0.5795,2.41,0.94,0.0,0.0,0.0,0.99,0.0,0.12,0.0,0.0,0.5,0.87,0.0,0.05,0.0,0.33,0.0,4.0000000000000074e-06,2.4999999999999906e-05,0.0,,,,,,,,,,,,,,,,,,,,,
20,0.98,0.541,0.579,2.48,0.97,0.0,0.0,0.0,1.04,0.0,0.16,0.0,0.0,0.39,0.92,0.0,0.02,0.0,0.4,0.0,1.0000000000000019e-06,1.0000000000000019e-06,0.0,,,,,,,,,,,,,,,,,,,,,
21,0.98,0.5415,0.5795,2.52,1.0,0.0,0.03,0.0,1.15,0.0,0.12,0.0,0.0,0.35,0.97,0.0,0.02,0.0,0.34,0.0,0.0,0.0,1e-06,,,,,,,,,,,,,,,,,,,,,
22,0.98,0.5405,0.578,2.51,0.91,0.0,0.03,0.0,1.11,0.0,0.19,0.0,0.0,0.29,1.04,0.0,0.02,0.0,0.35,0.0,9.000000000000015e-06,4.0000000000000074e-06,1e-06,,,,,,,,,,,,,,,,,,,,,
23,0.98,0.541,0.579,2.53,0.95,0.0,0.12,0.0,1.06,0.0,0.24,0.0,0.0,0.28,1.09,0.0,0.0,0.0,0.35,0.0,1.0000000000000019e-06,1.0000000000000019e-06,1e-06,,,,,,,,,,,,,,,,,,,,,
24,0.98,0.5405,0.5785,2.46,0.82,0.0,0.16,0.0,0.79,0.0,0.31,0.0,0.0,0.32,1.25,0.0,0.01,0.0,0.41,0.0,0.0,4.0000000000000074e-06,9.999999999999983e-07,,,,,,,,,,,,,,,,,,,,,
25,0.98,0.5415,0.579,2.52,1.01,0.0,0.16,0.0,0.72,0.0,0.29,0.0,0.0,0.47,1.35,0.0,0.09,0.0,0.41,0.0,1.0000000000000019e-06,9.000000000000015e-06,0.0,,,,,,,,,,,,,,,,,,,,,
26,0.98,0.5425,0.5785,2.44,0.92,0.0,0.14,0.0,0.8,0.0,0.24,0.0,0.0,0.59,1.35,0.0,0.12,0.0,0.54,0.0,4.0000000000000074e-06,0.0,0.0,,,,,,,,,,,,,,,,,,,,,
27,0.98,0.538,0.5755,2.32,0.91,0.0,0.08,0.0,0.85,0.0,0.2,0.0,0.0,0.75,1.28,0.0,0.14,0.0,0.56,0.0,8.100000000000014e-05,0.00014400000000000025,9.999999999999983e-07,,,,,,,,,,,,,,,,,,,,,
28,0.98,0.5395,0.5765,2.19,0.67,0.0,0.09,0.0,0.94,0.0,0.12,0.0,0.0,0.74,1.21,0.0,0.11,0.0,0.77,0.0,9.000000000000015e-06,1.600000000000003e-05,9.999999999999983e-07,,,,,,,,,,,,,,,,,,,,,
29,0.98,0.5385,0.5735,2.25,0.61,0.0,0.03,0.0,0.79,0.0,0.08,0.0,0.0,0.95,1.39,0.0,0.17,0.0,0.87,0.0,8.100000000000014e-05,1.600000000000003e-05,0.0,,,,,,,,,,,,,,,,,,,,,
30,0.98,0.5405,0.5715,2.42,0.84,0.0,0.14,0.0,0.75,0.0,0.0,0.0,0.0,1.06,1.47,0.0,0.3,0.0,0.85,0.0,3.600000000000006e-05,4.9000000000000087e-05,4e-06,,,,,,,,,,,,,,,,,,,,,
31,0.98,0.542,0.5695,2.58,1.0,0.0,0.25,0.0,0.63,0.0,0.04,0.0,0.0,1.41,1.53,0.0,0.24,0.0,0.92,0.0,8.099999999999964e-05,3.600000000000006e-05,9.000000000000005e-06,,,,,,,,,,,,,,,,,,,,,
32,0.98,0.537,0.571,2.68,1.18,0.0,0.27,0.0,0.68,0.0,0.07,0.04,0.0,1.52,1.29,0.0,0.15,0.0,1.03,0.0,0.00016899999999999958,0.000256,1.0000000000000019e-06,,,,,,,,,,,,,,,,,,,,,
33,0.98,0.5315,0.5775,2.69,1.15,0.0,0.3,0.0,0.77,0.0,0.13,0.06,0.0,1.41,0.96,0.0,0.0,0.0,1.2,0.0,0.0002560000000000005,0.0003610000000000001,6.4e-05,,,,,,,,,,,,,,,,,,,,,
34,0.93,0.5305,0.578,2.52,0.92,0.0,0.42,0.0,0.9,0.0,0.12,0.14,0.0,1.12,0.65,0.0,0.0,0.0,1.11,0.0,4.0000000000000074e-06,0.0,0.0,,,,,,,,,,,,,,,,,,,,,
35,0.93,0.531,0.5775,2.33,0.81,0.0,0.66,0.0,0.72,0.0,0.15,0.14,0.0,0.62,0.59,0.0,0.0,0.0,0.98,0.0,1.0000000000000019e-06,1.0000000000000019e-06,4e-06,,,,,,,,,,,,,,,,,,,,,
36,0.98,0.5315,0.576,2.22,0.84,0.0,0.83,0.0,0.71,0.0,0.24,0.16,0.0,0.37,0.85,0.0,0.02,0.0,0.75,0.0,0.0,1.5999999999999918e-05,4e-06,,,,,,,,,,,,,,,,,,,,,
37,0.98,0.533,0.5745,2.19,1.03,0.02,0.62,0.0,0.58,0.0,0.28,0.1,0.0,0.27,1.13,0.0,0.2,0.0,0.54,0.0,1.600000000000003e-05,1.600000000000003e-05,1.5999999999999992e-05,,,,,,,,,,,,,,,,,,,,,
38,0.98,0.5295,0.5735,2.1,1.18,0.02,0.5,0.0,0.64,0.0,0.34,0.09,0.0,0.43,1.33,0.0,0.41,0.0,0.26,0.0,6.400000000000012e-05,0.0001209999999999999,3.6e-05,,,,,,,,,,,,,,,,,,,,,
39,0.98,0.5285,0.5725,1.87,0.97,0.02,0.4,0.0,0.52,0.0,0.35,0.08,0.0,0.44,1.41,0.0,0.55,0.0,0.23,0.0,1.600000000000003e-05,1.600000000000003e-05,1.0000000000000019e-06,,,,,,,,,,,,,,,,,,,,,
40,0.98,0.527,0.5705,1.86,1.17,0.02,0.38,0.0,0.67,0.0,0.4,0.08,0.0,0.41,1.38,0.0,0.43,0.0,0.24,0.0,1.600000000000003e-05,8.999999999999975e-06,3.999999999999993e-06,,,,,,,,,,,,,,,,,,,,,
41,0.98,0.522,0.5715,1.88,1.2,0.05,0.3,0.0,0.77,0.0,0.5,0.1,0.0,0.39,1.34,0.0,0.36,0.0,0.32,0.0,4.0000000000000074e-06,0.00028900000000000003,8.999999999999995e-06,,,,,,,,,,,,,,,,,,,,,
42,0.98,0.524,0.5715,1.95,1.45,0.11,0.23,0.0,0.93,0.0,0.55,0.11,0.0,0.47,1.22,0.0,0.34,0.0,0.35,0.0,0.0,2.4999999999999974e-05,4e-06,,,,,,,,,,,,,,,,,,,,,
43,0.98,0.524,0.572,1.87,1.43,0.15,0.26,0.0,0.8,0.0,0.59,0.1,0.0,0.47,1.19,0.0,0.38,0.0,0.25,0.0,0.0,1.0000000000000019e-06,9.999999999999983e-07,,,,,,,,,,,,,,,,,,,,,
44,0.98,0.5245,0.5725,1.81,1.45,0.19,0.27,0.0,0.81,0.0,0.57,0.06,0.0,0.38,1.19,0.0,0.33,0.0,0.12,0.0,4.0000000000000074e-06,1.0000000000000019e-06,1.0000000000000019e-06,,,,,,,,,,,,,,,,,,,,,
45,0.98,0.5245,0.5715,1.79,1.37,0.12,0.25,0.0,0.8,0.0,0.51,0.03,0.0,0.35,1.14,0.0,0.34,0.0,0.01,0.0,9.000000000000015e-06,1.0000000000000019e-06,9.999999999999983e-07,,,,,,,,,,,,,,,,,,,,,
46,0.98,0.5255,0.5705,1.76,1.25,0.06,0.32,0.0,0.85,0.0,0.52,0.02,0.0,0.39,1.11,0.0,0.41,0.0,0.0,0.0,4.0000000000000074e-06,4.0000000000000074e-06,0.0,,,,,,,,,,,,,,,,,,,,,
47,0.98,0.5265,0.5700000000000001,1.7,1.1,0.0,0.42,0.0,0.81,0.0,0.44,0.04,0.0,0.57,1.06,0.0,0.48,0.0,0.0,0.0,4.0000000000000074e-06,8.999999999999975e-06,1.0000000000000019e-06,,,,,,,,,,,,,,,,,,,,,
48,0.98,0.526,0.5695,1.64,1.01,0.0,0.45,0.0,0.76,0.0,0.37,0.03,0.0,0.7,1.08,0.0,0.49,0.0,0.08,0.0,4.0000000000000074e-06,1.0000000000000019e-06,9.999999999999983e-07,,,,,,,,,,,,,,,,,,,,,
49,0.98,0.526,0.5695,1.67,0.8,0.0,0.51,0.0,0.73,0.0,0.28,0.03,0.0,0.52,1.15,0.0,0.41,0.0,0.08,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,
50,0.98,0.53,0.5675,1.73,0.71,0.09,0.45,0.0,0.85,0.0,0.2,0.02,0.0,0.3,1.2,0.0,0.35,0.0,0.2,0.0,2.4999999999999767e-05,0.00019600000000000016,4e-06,,,,,,,,,,,,,,,,,,,,,
51,0.98,0.531,0.567,1.84,0.63,0.09,0.36,0.0,0.72,0.0,0.18,0.02,0.0,0.08,1.29,0.0,0.36,0.0,0.28,0.0,9.000000000000015e-06,4.0000000000000074e-06,9e-06,,,,,,,,,,,,,,,,,,,,,
52,0.98,0.5315,0.5655,1.85,0.65,0.08,0.34,0.0,0.47,0.0,0.27,0.07,0.0,0.16,1.21,0.0,0.4,0.0,0.27,0.0,9.000000000000015e-06,0.0,4.9000000000000005e-05,,,,,,,,,,,,,,,,,,,,,
53,0.98,0.534,0.572,1.87,0.64,0.0,0.21,0.0,0.25,0.0,0.38,0.15,0.0,0.17,1.05,0.0,0.33,0.0,0.16,0.0,0.0003239999999999996,6.399999999999989e-05,1.6e-05,,,,,,,,,,,,,,,,,,,,,
54,0.88,0.533,0.5995,1.8,0.58,0.0,0.15,0.0,0.15,0.0,0.41,0.18,0.0,0.3,0.83,0.0,0.17,0.0,0.0,0.0,0.007225000000000003,4.0000000000000074e-06,2.5e-05,,,,,,,,,,,,,,,,,,,,,
55,0.88,0.533,0.593,1.75,0.56,0.0,0.0,0.0,0.15,0.0,0.31,0.14,0.0,0.29,0.75,0.0,0.17,0.0,0.0,0.0,0.00032400000000000056,1.0000000000000019e-06,4e-06,,,,,,,,,,,,,,,,,,,,,
56,0.93,0.537,0.579,1.66,0.46,0.0,0.0,0.0,0.0,0.0,0.2,0.05,0.0,0.3,0.81,0.0,0.3,0.0,0.07,0.0,0.0018490000000000008,0.00016899999999999993,1e-06,,,,,,,,,,,,,,,,,,,,,
57,0.98,0.5395,0.5680000000000001,1.7,0.45,0.0,0.0,0.0,0.0,0.0,0.11,0.0,0.0,0.24,0.9,0.0,0.49,0.0,0.16,0.0,0.0012249999999999982,4.9000000000000087e-05,2.5e-05,,,,,,,,,,,,,,,,,,,,,
58,0.98,0.5395,0.569,1.74,0.42,0.0,0.0,0.0,0.0,0.0,0.06,0.0,0.0,0.23,0.86,0.0,0.53,0.0,0.16,0.0,4.0000000000000074e-06,1.0000000000000019e-06,4e-06,,,,,,,,,,,,,,,,,,,,,
59,0.88,0.5415,0.5715,1.89,0.56,0.0,0.0,0.0,0.0,0.0,0.08,0.01,0.0,0.21,0.82,0.0,0.56,0.0,0.13,0.0,9.999999999999963e-05,6.399999999999989e-05,4e-06,,,,,,,,,,,,,,,,,,,,,
60,0.93,0.543,0.5715,1.92,0.67,0.0,0.0,0.0,0.04,0.0,0.15,0.02,0.0,0.16,0.75,0.0,0.58,0.0,0.04,0.0,1.0000000000000019e-06,3.600000000000006e-05,4e-06,,,,,,,,,,,,,,,,,,,,,
61,0.88,0.5425,0.5725,1.88,0.63,0.0,0.0,0.0,0.04,0.0,0.25,0.05,0.0,0.09,0.77,0.0,0.55,0.0,0.04,0.0,9.000000000000015e-06,1.0000000000000019e-06,1e-06,,,,,,,,,,,,,,,,,,,,,
62,0.88,0.5425,0.5735,1.72,0.48,0.0,0.0,0.0,0.04,0.0,0.26,0.09,0.0,0.21,0.69,0.0,0.51,0.0,0.0,0.0,9.000000000000015e-06,1.0000000000000019e-06,1e-06,,,,,,,,,,,,,,,,,,,,,
63,0.98,0.5425,0.573,1.75,0.52,0.0,0.0,0.0,0.0,0.0,0.27,0.15,0.03,0.39,0.79,0.0,0.52,0.0,0.13,0.0,1.0000000000000019e-06,1.0000000000000019e-06,9e-06,,,,,,,,,,,,,,,,,,,,,
64,0.88,0.539,0.5735,1.81,0.66,0.0,0.0,0.0,0.0,0.0,0.19,0.22,0.03,0.61,0.92,0.0,0.6,0.0,0.17,0.0,4.0000000000000074e-06,9.99999999999999e-05,3.6e-05,,,,,,,,,,,,,,,,,,,,,
65,0.88,0.537,0.5725,1.94,0.81,0.0,0.0,0.0,0.0,0.0,0.16,0.3,0.07,0.53,1.07,0.0,0.69,0.0,0.31,0.0,4.0000000000000074e-06,4.9000000000000087e-05,1.6e-05,,,,,,,,,,,,,,,,,,,,,
66,0.88,0.537,0.5725,1.92,0.76,0.0,0.0,0.0,0.0,0.0,0.11,0.34,0.05,0.53,1.14,0.0,0.76,0.0,0.25,0.0,4.0000000000000074e-06,1.0000000000000019e-06,0.0,,,,,,,,,,,,,,,,,,,,,
67,0.98,0.536,0.5725,1.99,0.73,0.0,0.0,0.0,0.0,0.0,0.08,0.33,0.05,0.42,1.16,0.0,0.67,0.0,0.21,0.0,0.0,8.999999999999932e-06,9.999999999999983e-07,,,,,,,,,,,,,,,,,,,,,
68,0.88,0.538,0.575,2.04,0.74,0.0,0.0,0.0,0.0,0.0,0.1,0.36,0.02,0.4,1.13,0.0,0.54,0.0,0.17,0.0,0.00022499999999999956,8.999999999999932e-06,2.500000000000001e-05,,,,,,,,,,,,,,,,,,,,,
69,0.88,0.5375,0.575,2.07,0.8,0.0,0.0,0.0,0.01,0.0,0.12,0.38,0.0,0.37,1.04,0.0,0.38,0.0,0.1,0.0,1.0000000000000019e-06,3.9999999999999515e-06,9.000000000000005e-06,,,,,,,,,,,,,,,,,,,,,
70,0.98,0.5365,0.574,1.97,0.92,0.0,0.02,0.0,0.01,0.0,0.15,0.42,0.0,0.42,1.05,0.0,0.37,0.0,0.15,0.0,8.99999999999985e-06,4.0000000000000074e-06,9.999999999999949e-07,,,,,,,,,,,,,,,,,,,,,
71,0.98,0.5355,0.5745,1.94,1.07,0.0,0.02,0.0,0.01,0.0,0.18,0.42,0.11,0.4,1.07,0.0,0.44,0.0,0.23,0.0,3.600000000000006e-05,9.000000000000015e-06,1.0000000000000019e-06,,,,,,,,,,,,,,,,,,,,,
72,0.98,0.5335,0.575,1.9,1.06,0.0,0.02,0.0,0.0,0.0,0.15,0.39,0.18,0.23,1.0,0.0,0.48,0.0,0.23,0.0,3.600000000000006e-05,2.5000000000000045e-05,4.0000000000000074e-06,,,,,,,,,,,,,,,,,,,,,
73,0.98,0.5315,0.5725,1.89,1.06,0.0,0.0,0.0,0.0,0.0,0.17,0.41,0.36,0.09,0.93,0.0,0.51,0.0,0.18,0.0,9.000000000000015e-06,1.600000000000003e-05,2.500000000000001e-05,,,,,,,,,,,,,,,,,,,,,
74,0.98,0.532,0.575,1.81,0.97,0.0,0.0,0.04,0.0,0.0,0.11,0.42,0.32,0.09,0.9,0.01,0.52,0.0,0.08,0.0,3.600000000000006e-05,1.0000000000000019e-06,1.0000000000000019e-06,,,,,,,,,,,,,,,,,,,,,
75,0.98,0.531,0.575,1.75,0.88,0.0,0.0,0.07,0.0,0.0,0.16,0.46,0.43,0.15,1.0,0.01,0.56,0.0,0.12,0.0,1.0000000000000019e-06,8.999999999999932e-06,8.999999999999995e-06,,,,,,,,,,,,,,,,,,,,,
76,0.98,0.5305,0.5745,1.72,0.73,0.0,0.0,0.09,0.0,0.0,0.16,0.48,0.38,0.13,0.99,0.01,0.61,0.0,0.16,0.0,0.0,1.0000000000000019e-06,0.0,,,,,,,,,,,,,,,,,,,,,
77,0.98,0.53,0.574,1.66,0.67,0.0,0.0,0.1,0.0,0.0,0.21,0.46,0.46,0.15,1.05,0.0,0.63,0.0,0.1,0.0,0.0,9.000000000000015e-06,1.6e-05,,,,,,,,,,,,,,,,,,,,,
78,0.98,0.5295,0.573,1.59,0.7,0.0,0.0,0.11,0.0,0.0,0.24,0.45,0.4,0.15,1.1,0.0,0.66,0.0,0.13,0.0,9.000000000000015e-06,0.0,4e-06,,,,,,,,,,,,,,,,,,,,,
79,0.98,0.53,0.573,1.5,0.62,0.0,0.0,0.16,0.0,0.0,0.22,0.43,0.4,0.16,1.23,0.0,0.72,0.0,0.23,0.0,0.0,4.0000000000000074e-06,0.0,,,,,,,,,,,,,,,,,,,,,
80,0.98,0.53,0.5725,1.47,0.64,0.0,0.0,0.21,0.0,0.0,0.25,0.42,0.33,0.11,1.26,0.0,0.75,0.0,0.23,0.0,4.0000000000000074e-06,1.0000000000000019e-06,9.999999999999983e-07,,,,,,,,,,,,,,,,,,,,,
81,0.98,0.5295,0.572,1.39,0.61,0.0,0.0,0.22,0.0,0.0,0.2,0.44,0.34,0.09,1.2,0.0,0.74,0.0,0.16,0.0,4.0000000000000074e-06,9.000000000000015e-06,9.999999999999983e-07,,,,,,,,,,,,,,,,,,,,,
82,0.98,0.528,0.5705,1.41,0.74,0.0,0.0,0.22,0.0,0.0,0.25,0.44,0.3,0.11,1.12,0.0,0.74,0.0,0.02,0.0,9.000000000000015e-06,1.600000000000003e-05,1.0000000000000019e-06,,,,,,,,,,,,,,,,,,,,,
83,0.98,0.527,0.5700000000000001,1.39,0.7,0.0,0.0,0.21,0.0,0.0,0.21,0.42,0.33,0.15,1.12,0.0,0.78,0.0,0.09,0.0,0.0,4.0000000000000074e-06,1.0000000000000019e-06,,,,,,,,,,,,,,,,,,,,,
84,0.98,0.527,0.5675,1.39,0.69,0.0,0.0,0.23,0.0,0.0,0.2,0.4,0.32,0.1,1.11,0.0,0.8,0.0,0.16,0.0,4.9000000000000087e-05,1.0000000000000019e-06,9.999999999999983e-07,,,,,,,,,,,,,,,,,,,,,
85,0.98,0.5275,0.5665,1.27,0.55,0.0,0.0,0.26,0.0,0.0,0.16,0.4,0.26,0.07,1.13,0.0,0.79,0.0,0.21,0.0,8.99999999999985e-06,1.0000000000000019e-06,0.0,,,,,,,,,,,,,,,,,,,,,
86,0.98,0.5275,0.567,1.2,0.54,0.0,0.0,0.26,0.0,0.0,0.17,0.4,0.21,0.02,1.02,0.0,0.78,0.0,0.17,0.0,4.0000000000000074e-06,1.0000000000000019e-06,0.0,,,,,,,,,,,,,,,,,,,,,
87,0.98,0.528,0.567,1.3,0.65,0.0,0.06,0.3,0.0,0.0,0.16,0.4,0.15,0.0,1.05,0.0,0.76,0.0,0.23,0.0,0.0,4.0000000000000074e-06,9.999999999999983e-07,,,,,,,,,,,,,,,,,,,,,
88,0.98,0.5275,0.5695,1.52,0.92,0.0,0.06,0.22,0.0,0.0,0.16,0.41,0.15,0.0,1.12,0.0,0.63,0.0,0.29,0.05,0.0,4.0000000000000074e-06,0.0,,,,,,,,,,,,,,,,,,,,,
89,0.88,0.531,0.5755,1.77,1.17,0.0,0.06,0.2,0.0,0.0,0.17,0.45,0.13,0.0,1.32,0.0,0.5,0.0,0.33,0.16,0.00010000000000000018,4.9000000000000087e-05,1.5999999999999986e-05,,,,,,,,,,,,,,,,,,,,,
90,0.88,0.5315,0.5745,1.86,1.16,0.0,0.14,0.12,0.0,0.0,0.14,0.48,0.1,0.0,1.43,0.0,0.43,0.0,0.29,0.16,9.000000000000015e-06,0.0,9.000000000000015e-06,,,,,,,,,,,,,,,,,,,,,
91,0.98,0.5305,0.5725,1.86,1.12,0.0,0.14,0.1,0.0,0.0,0.07,0.48,0.11,0.0,1.5,0.0,0.5,0.0,0.47,0.11,1.600000000000003e-05,9.000000000000015e-06,1.6e-05,,,,,,,,,,,,,,,,,,,,,
92,0.98,0.53,0.5705,1.78,0.97,0.0,0.14,0.1,0.0,0.0,0.04,0.46,0.19,0.0,1.38,0.0,0.57,0.0,0.5,0.0,1.600000000000003e-05,1.0000000000000019e-06,9.000000000000005e-06,,,,,,,,,,,,,,,,,,,,,
93,0.98,0.53,0.5700000000000001,1.73,1.0,0.0,0.0,0.13,0.0,0.0,0.11,0.45,0.19,0.01,1.28,0.0,0.58,0.0,0.51,0.0,1.0000000000000019e-06,1.0000000000000019e-06,0.0,,,,,,,,,,,,,,,,,,,,,
94,0.98,0.53,0.569,1.67,0.96,0.0,0.0,0.26,0.0,0.0,0.25,0.47,0.31,0.01,1.13,0.0,0.58,0.0,0.38,0.0,9.000000000000015e-06,1.0000000000000019e-06,0.0,,,,,,,,,,,,,,,,,,,,,
95,0.98,0.5295,0.5695,1.67,0.93,0.0,0.0,0.35,0.0,0.0,0.37,0.5,0.31,0.01,1.24,0.0,0.51,0.0,0.42,0.0,0.0,4.0000000000000074e-06,9.999999999999983e-07,,,,,,,,,,,,,,,,,,,,,
96,0.98,0.5285,0.569,1.66,0.9,0.0,0.0,0.35,0.11,0.0,0.4,0.53,0.36,0.03,1.23,0.0,0.51,0.0,0.5,0.0,0.0,1.600000000000003e-05,9.999999999999983e-07,,,,,,,,,,,,,,,,,,,,,
97,0.98,0.5295,0.5685,1.69,0.86,0.0,0.05,0.23,0.12,0.0,0.35,0.46,0.26,0.03,1.31,0.0,0.49,0.0,0.52,0.0,9.000000000000015e-06,1.600000000000003e-05,0.0,,,,,,,,,,,,,,,,,,,,,
98,0.98,0.5315,0.5645,1.7,0.87,0.0,0.05,0.12,0.16,0.0,0.24,0.4,0.14,0.03,1.21,0.0,0.53,0.0,0.5,0.0,0.00012100000000000022,6.399999999999989e-05,1.6e-05,,,,,,,,,,,,,,,,,,,,,
99,0.98,0.5325,0.5640000000000001,1.73,0.86,0.0,0.08,0.09,0.26,0.0,0.17,0.32,0.05,0.0,1.28,0.0,0.5,0.0,0.48,0.0,4.0000000000000074e-06,4.0000000000000074e-06,0.0,,,,,,,,,,,,,,,,,,,,,
100,0.98,0.5315,0.5645,1.59,0.81,0.0,0.03,0.08,0.33,0.0,0.11,0.31,0.02,0.0,1.13,0.0,0.49,0.0,0.45,0.0,1.600000000000003e-05,4.0000000000000074e-06,4e-06,,,,,,,,,,,,,,,,,,,,,
